WorkTitle #,Word,Tag,POS
,the,O,DT
,traditional,O,JJ
,political,O,JJ
,forces,O,NNS
,liberal,O,JJ
,or,O,CC
,conservative,O,JJ
,",",O,","
,national,O,JJ
,or,O,CC
,socialist,O,JJ
,",",O,","
,republican,O,JJ
,or,O,CC
,monarchist,O,NN
,",",O,","
,authoritarian,O,JJ
,or,O,CC
,democratic,O,JJ
,.,O,.
,Or,O,CC
,whether,O,IN
,",",O,","
,on,O,IN
,the,O,DT
,contrary,O,JJ
,",",O,","
,there,O,EX
,is,O,VBZ
,such,O,JJ
,a,O,DT
,thing,O,NN
,as,O,IN
,the,O,DT
,nature,O,NN
,of,O,IN
,totalitarian,O,JJ
,government,O,NN
,",",O,","
,whether,O,IN
,it,O,PRP
,has,O,VBZ
,its,O,PRP$
,own,O,JJ
,essence,O,NN
,and,O,CC
,can,O,MD
,be,O,VB
,compared,O,VBN
,with,O,IN
,and,O,CC
,defined,O,VBN
,like,O,IN
,other,O,JJ
,forms,O,NNS
,of,O,IN
,government,O,NN
,such,O,JJ
,as,O,IN
,Western,O,JJ
,thought,O,NN
,has,O,VBZ
,known,O,VBN
,and,O,CC
,recognized,O,VBN
,since,O,IN
,the,O,DT
,times,O,NNS
,of,O,IN
,ancient,O,JJ
,philosophy,O,NN
,.,O,.
,Questions,O,NNS
,of,O,IN
,this,O,DT
,sort,O,NN
,have,O,VBP
,been,O,VBN
,out,O,IN
,of,O,IN
,fashion,O,NN
,for,O,IN
,a,O,DT
,long,O,JJ
,time,O,NN
,and,O,CC
,for,O,IN
,reasons,O,NNS
,which,O,WDT
,may,O,MD
,have,O,VB
,more,O,JJR
,than,O,IN
,a,O,DT
,little,O,JJ
,to,O,TO
,do,O,VB
,with,O,IN
,those,O,DT
,modern,O,JJ
,developments,O,NNS
,which,O,WDT
,eventually,O,RB
,brought,O,VBD
,about,O,IN
,a,O,DT
,crisis,O,NN
,of,O,IN
,Western,O,JJ
,politics,O,NNS
,no,O,DT
,less,O,JJR
,than,O,IN
,of,O,IN
,Western,O,JJ
,political,O,JJ
,thought,O,NN
,.,O,.
,More,O,RBR
,specifically,O,RB
,",",O,","
,such,O,JJ
,questions,O,NNS
,have,O,VBP
,been,O,VBN
,thought,O,VBN
,superfluous,O,JJ
,",",O,","
,if,O,IN
,not,O,RB
,meaningless,O,NN
,",",O,","
,ever,O,RB
,since,O,IN
,the,O,DT
,social,O,JJ
,sciences,O,NNS
,established,O,VBN
,their,O,PRP$
,rule,O,NN
,over,O,IN
,the,O,DT
,whole,O,JJ
,field,O,NN
,of,O,IN
,politics,O,NNS
,and,O,CC
,history,O,NN
,.,O,.
,Interesting,O,VBG
,in,O,IN
,this,O,DT
,development,O,NN
,",",O,","
,which,O,WDT
,easily,O,RB
,can,O,MD
,be,O,VB
,traced,O,VBN
,back,O,RB
,to,O,TO
,Marx,I-PER,NNP
,",",O,","
,was,O,VBD
,that,O,IN
,sociology,O,NN
,from,O,IN
,its,O,PRP$
,beginnings,O,NNS
,showed,O,VBD
,a,O,DT
,marked,O,JJ
,tendency,O,NN
,to,O,TO
,explain,O,VB
,political,O,JJ
,institutions,O,NNS
,and,O,CC
,historical,O,JJ
,developments,O,NNS
,in,O,IN
,terms,O,NNS
,of,O,IN
,psychological,O,JJ
,types,O,NNS
,;,O,:
,all,O,PDT
,the,O,DT
,well-known,O,JJ
,clichés,O,NN
,of,O,IN
,the,O,DT
,lower,O,JJR
,middle,O,JJ
,classes,O,NNS
,",",O,","
,the,O,DT
,bureaucracy,O,NN
,",",O,","
,the,O,DT
,intelligentsia,O,NN
,have,O,VBP
,already,O,RB
,that,O,IN
,particular,O,JJ
,tinge,O,NN
,of,O,IN
,typification,O,NN
,which,O,WDT
,shows,O,VBZ
,itself,O,PRP
,openly,O,RB
,in,O,IN
,categories,O,NNS
,such,O,JJ
,as,O,IN
,the,O,DT
,authoritarian,O,JJ
,personality,O,NN
,.,O,.
,More,O,RBR
,recently,O,RB
,",",O,","
,with,O,IN
,the,O,DT
,growing,O,VBG
,disappointment,O,NN
,in,O,IN
,the,O,DT
,strictly,O,RB
,Marxist,O,JJ
,explanation,O,NN
,of,O,IN
,history,O,NN
,",",O,","
,psychology,O,NN
,itself,O,PRP
,with,O,IN
,its,O,PRP$
,new,O,JJ
,Freudian,O,JJ
,concepts,O,NNS
,of,O,IN
,super-ego,O,NN
,",",O,","
,father-image,O,NN
,",",O,","
,and,O,CC
,oedipus,O,NN
,complex,O,NN
,",",O,","
,has,O,VBZ
,invaded,O,VBN
,the,O,DT
,social,O,JJ
,sciences,O,NNS
,and,O,CC
,continues,O,VBZ
,to,O,TO
,provide,O,VB
,them,O,PRP
,with,O,IN
,their,O,PRP$
,chief,O,NN
,tools,O,NNS
,of,O,IN
,evaluation,O,NN
,to,O,TO
,such,O,PDT
,an,O,DT
,extent,O,NN
,that,O,IN
,it,O,PRP
,has,O,VBZ
,become,O,VBN
,difficult,O,JJ
,to,O,TO
,tell,O,VB
,the,O,DT
,two,O,CD
,sciences,O,NNS
,from,O,IN
,each,O,DT
,other,O,JJ
,.,O,.
,This,O,DT
,new-fangled,O,JJ
,mixture,O,NN
,of,O,IN
,sociology,O,NN
,and,O,CC
,psychology,O,NN
,is,O,VBZ
,no,O,DT
,accident,O,NN
,.,O,.
,Both,O,DT
,sciences,O,NNS
,have,O,VBP
,their,O,PRP$
,origin,O,NN
,in,O,IN
,a,O,DT
,liberalism,O,NN
,that,O,WDT
,viewed,O,VBD
,politics,O,NNS
,(,O,(
,and,O,CC
,more,O,RBR
,or,O,CC
,less,O,RBR
,all,O,DT
,human,O,JJ
,affairs,O,NNS
,),O,)
,under,O,IN
,the,O,DT
,dual,O,JJ
,category,O,NN
,of,O,IN
,society,O,NN
,and,O,CC
,individual,O,JJ
,.,O,.
,Men,O,NN
,became,O,VBD
,mere,O,JJ
,parts,O,NNS
,of,O,IN
,a,O,DT
,society,O,NN
,that,O,WDT
,conditioned,O,VBD
,or,O,CC
,determined,O,VBD
,the,O,DT
,individuals,O,NNS
,",",O,","
,as,O,IN
,the,O,DT
,whole,O,JJ
,determines,O,VBZ
,its,O,PRP$
,parts,O,NNS
,.,O,.
,In,O,IN
,this,O,DT
,sense,O,NN
,",",O,","
,sociology,O,NN
,and,O,CC
,psychology,O,NN
,have,O,VBP
,always,O,RB
,been,O,VBN
,two,O,CD
,sides,O,NNS
,of,O,IN
,the,O,DT
,same,O,JJ
,medal,O,NN
,",",O,","
,the,O,DT
,one,O,CD
,dealing,O,NN
,with,O,IN
,the,O,DT
,functioning,O,NN
,of,O,IN
,the,O,DT
,whole,O,NN
,(,O,(
,society,O,NN
,),O,)
,",",O,","
,the,O,DT
,other,O,JJ
,with,O,IN
,the,O,DT
,functioning,O,NN
,of,O,IN
,the,O,DT
,parts,O,NNS
,(,O,(
,individuals,O,NNS
,),O,)
,.,O,.
,The,O,DT
,trouble,O,NN
,came,O,VBD
,when,O,WRB
,psychology,O,NN
,",",O,","
,notwithstanding,O,VBG
,its,O,PRP$
,respect,O,NN
,for,O,IN
,society,O,NN
,",",O,","
,discovered,O,VBD
,that,O,IN
,even,O,RB
,these,O,DT
,individuals,O,NNS
,",",O,","
,whose,O,WP$
,whole,O,JJ
,interior,O,JJ
,life,O,NN
,was,O,VBD
,supposed,O,VBN
,to,O,TO
,be,O,VB
,conditioned,O,VBN
,by,O,IN
,",",O,","
,or,O,CC
,to,O,TO
,react,O,VB
,against,O,IN
,",",O,","
,social,O,JJ
,circumstances,O,NNS
,",",O,","
,possess,O,NN
,a,O,DT
,soul,O,NN
,.,O,.
,But,O,CC
,we,O,PRP
,have,O,VBP
,souls,O,VBN
,only,O,RB
,as,O,RB
,long,O,RB
,as,O,IN
,we,O,PRP
,are,O,VBP
,more,O,JJR
,than,O,IN
,mere,O,JJ
,members,O,NNS
,of,O,IN
,society,O,NN
,where,O,WRB
,this,O,DT
,psychological,O,JJ
,side,O,NN
,of,O,IN
,our,O,PRP$
,being,O,VBG
,has,O,VBZ
,always,O,RB
,created,O,VBN
,disturbances,O,NNS
,.,O,.
,Manners,O,NNS
,and,O,CC
,conventions,O,NNS
,",",O,","
,all,O,DT
,public,O,JJ
,morals,O,NNS
,and,O,CC
,mores,O,NNS
,help,O,VBP
,us,O,PRP
,to,O,TO
,control,O,VB
,our,O,PRP$
,souls,O,NNS
,so,O,RB
,that,O,IN
,we,O,PRP
,can,O,MD
,function,O,VB
,on,O,IN
,a,O,DT
,merely,O,RB
,social,O,JJ
,level,O,NN
,.,O,.
,Individual,O,NNP
,psychology,O,NN
,",",O,","
,since,O,IN
,it,O,PRP
,looked,O,VBD
,on,O,IN
,man,O,NN
,as,O,IN
,though,O,IN
,he,O,PRP
,were,O,VBD
,nothing,O,NN
,but,O,CC
,an,O,DT
,individual,O,JJ
,part,O,NN
,of,O,IN
,society,O,NN
,",",O,","
,has,O,VBZ
,developed,O,VBN
,into,O,IN
,a,O,DT
,science,O,NN
,which,O,WDT
,deals,O,VBZ
,mostly,O,RB
,with,O,IN
,abnormal,O,JJ
,behavior,O,NN
,patterns,O,NNS
,:,O,:
,all,O,DT
,psychological,O,JJ
,attitudes,O,NNS
,become,O,VBP
,abnormal,O,JJ
,when,O,WRB
,they,O,PRP
,occur,O,VBP
,in,O,IN
,society,O,NN
,because,O,IN
,they,O,PRP
,have,O,VBP
,been,O,VBN
,stripped,O,VBN
,of,O,IN
,the,O,DT
,privacy,O,NN
,in,O,IN
,which,O,WDT
,alone,O,RB
,a,O,DT
,man,O,NN
,s,O,JJ
,soul,O,NN
,can,O,MD
,function,O,VB
,normally,O,RB
,.,O,.
,Individual,O,NNP
,psychology,O,NN
,became,O,VBD
,fashionable,O,JJ
,wherever,O,NN
,customs,O,NNS
,and,O,CC
,conventions,O,NNS
,",",O,","
,the,O,DT
,whole,O,JJ
,texture,O,NN
,of,O,IN
,morality,O,NN
,which,O,WDT
,is,O,VBZ
,the,O,DT
,lifeblood,O,NN
,of,O,IN
,society,O,NN
,",",O,","
,lost,O,VBD
,their,O,PRP$
,authority,O,NN
,.,O,.
,The,O,DT
,modern,O,JJ
,individual,O,NN
,is,O,VBZ
,the,O,DT
,surviving,O,VBG
,member,O,NN
,of,O,IN
,a,O,DT
,society,O,NN
,which,O,WDT
,no,O,RB
,longer,O,JJR
,exists,O,VBZ
,;,O,:
,it,O,PRP
,is,O,VBZ
,a,O,DT
,part,O,NN
,that,O,WDT
,lost,O,VBD
,its,O,PRP$
,place,O,NN
,in,O,IN
,the,O,DT
,whole,O,NN
,.,O,.
,In,O,IN
,this,O,DT
,situation,O,NN
,",",O,","
,the,O,DT
,psychological,O,JJ
,sciences,O,NNS
,have,O,VBP
,become,O,VBN
,increasingly,O,RB
,social-minded,O,JJ
,and,O,CC
,direct,O,JJ
,their,O,PRP$
,greatest,O,JJS
,efforts,O,NNS
,toward,O,IN
,the,O,DT
,re-adjustment,O,NN
,of,O,IN
,isolated,O,JJ
,individuals,O,NNS
,.,O,.
,The,O,DT
,trouble,O,NN
,is,O,VBZ
,that,O,DT
,society,O,NN
,as,O,IN
,a,O,DT
,whole,O,NN
,",",O,","
,that,O,WDT
,is,O,VBZ
,",",O,","
,as,O,IN
,something,O,NN
,which,O,WDT
,is,O,VBZ
,greater,O,JJR
,than,O,IN
,the,O,DT
,sum,O,JJ
,total,O,NN
,of,O,IN
,its,O,PRP$
,parts,O,NNS
,",",O,","
,no,O,RB
,longer,O,JJR
,exists,O,VBZ
,.,O,.
,The,O,DT
,best,O,JJS
,demonstration,O,NN
,of,O,IN
,this,O,DT
,is,O,VBZ
,that,O,IN
,the,O,DT
,social,O,JJ
,sciences,O,NNS
,can,O,MD
,conceive,O,VB
,of,O,IN
,society,O,NN
,now,O,RB
,only,O,RB
,in,O,IN
,terms,O,NNS
,of,O,IN
,individual,O,JJ
,behavior,O,NN
,patterns,O,NNS
,",",O,","
,which,O,WDT
,they,O,PRP
,indiscriminately,O,RB
,apply,O,VBP
,to,O,TO
,collective,O,VB
,bodies,O,NNS
,where,O,WRB
,such,O,JJ
,behavior,O,NN
,never,O,RB
,occurs,O,VBZ
,.,O,.
,The,O,DT
,great,O,JJ
,merit,O,NN
,of,O,IN
,this,O,DT
,confusion,O,NN
,is,O,VBZ
,that,O,IN
,it,O,PRP
,somehow,O,RB
,has,O,VBZ
,awakened,O,VBN
,us,O,PRP
,to,O,TO
,the,O,DT
,fact,O,NN
,that,O,IN
,political,O,JJ
,bodies,O,NNS
,",",O,","
,to,O,TO
,quote,O,VB
,a,O,DT
,long-forgotten,O,JJ
,remark,O,NN
,of,O,IN
,Plato,I-PER,NNP
,",",O,","
,do,O,VBP
,not,O,RB
,spring,O,VB
,from,O,IN
,oak,O,NN
,and,O,CC
,rock,O,NN
,.,O,.
,(,O,(
,Rep,O,NNP
,.,O,.
,viii,O,NN
,",",O,","
,544D,O,CD
,),O,)
,Yet,O,RB
,",",O,","
,they,O,PRP
,do,O,VBP
,not,O,RB
,spring,O,NN
,from,O,IN
,within,O,IN
,our,O,PRP$
,particular,O,JJ
,and,O,CC
,individual,O,JJ
,selves,O,NNS
,either,O,RB
,.,O,.
,The,O,DT
,old,O,JJ
,Roman,O,NNP
,distinction,O,NN
,between,O,IN
,res,O,NNS
,publica,O,NNS
,and,O,CC
,res,O,NNS
,privata,O,NNS
,is,O,VBZ
,still,O,RB
,valid,O,JJ
,.,O,.
,Political,O,JJ
,forms,O,NNS
,of,O,IN
,organization,O,NN
,concern,O,NN
,matters,O,NNS
,which,O,WDT
,are,O,VBP
,of,O,IN
,equal,O,JJ
,concern,O,NN
,to,O,TO
,each,O,DT
,of,O,IN
,us,O,PRP
,because,O,IN
,they,O,PRP
,occur,O,VBP
,between,O,IN
,us,O,PRP
,.,O,.
,Our,O,PRP$
,question,O,NN
,whether,O,IN
,there,O,EX
,is,O,VBZ
,such,O,JJ
,a,O,DT
,thing,O,NN
,as,O,IN
,the,O,DT
,nature,O,NN
,of,O,IN
,totalitarian,O,JJ
,domination,O,NN
,means,O,VBZ
,actually,O,RB
,whether,O,IN
,the,O,DT
,entirely,O,RB
,new,O,JJ
,and,O,CC
,unprecedented,O,JJ
,forms,O,NNS
,of,O,IN
,totalitarian,O,JJ
,organization,O,NN
,and,O,CC
,course,O,NN
,of,O,IN
,action,O,NN
,rest,O,NN
,on,O,IN
,one,O,CD
,of,O,IN
,the,O,DT
,few,O,JJ
,basic,O,JJ
,experiences,O,NNS
,which,O,WDT
,men,O,NNS
,can,O,MD
,make,O,VB
,whenever,O,WRB
,they,O,PRP
,live,O,VBP
,together,O,RB
,",",O,","
,and,O,CC
,are,O,VBP
,concerned,O,VBN
,with,O,IN
,public,O,JJ
,affairs,O,NNS
,.,O,.
,If,O,IN
,there,O,EX
,is,O,VBZ
,a,O,DT
,basic,O,JJ
,experience,O,NN
,which,O,WDT
,finds,O,VBZ
,its,O,PRP$
,political,O,JJ
,expression,O,NN
,in,O,IN
,totalitarian,O,JJ
,domination,O,NN
,",",O,","
,then,O,RB
,",",O,","
,in,O,IN
,view,O,NN
,of,O,IN
,the,O,DT
,novelty,O,NN
,of,O,IN
,the,O,DT
,totalitarian,O,JJ
,form,O,NN
,of,O,IN
,government,O,NN
,",",O,","
,this,O,DT
,must,O,MD
,be,O,VB
,an,O,DT
,experience,O,NN
,which,O,WDT
,",",O,","
,for,O,IN
,whatever,O,WDT
,reason,O,NN
,",",O,","
,has,O,VBZ
,never,O,RB
,before,O,RB
,served,O,VBD
,as,O,IN
,the,O,DT
,foundation,O,NN
,of,O,IN
,a,O,DT
,body,O,NN
,politic,O,JJ
,and,O,CC
,whose,O,WP$
,general,O,JJ
,mood,O,NN
,although,O,IN
,it,O,PRP
,may,O,MD
,be,O,VB
,familiar,O,JJ
,in,O,IN
,every,O,DT
,other,O,JJ
,respect,O,NN
,never,O,RB
,before,O,RB
,has,O,VBZ
,pervaded,O,VBN
,",",O,","
,and,O,CC
,directed,O,VBD
,the,O,DT
,handling,O,NN
,of,O,IN
,",",O,","
,public,O,JJ
,affairs,O,NNS
,.,O,.
,If,O,IN
,we,O,PRP
,consider,O,VBP
,this,O,DT
,in,O,IN
,terms,O,NNS
,of,O,IN
,the,O,DT
,history,O,NN
,of,O,IN
,ideas,O,NNS
,",",O,","
,it,O,PRP
,seems,O,VBZ
,extremely,O,RB
,unlikely,O,JJ
,.,O,.
,For,O,IN
,the,O,DT
,forms,O,NNS
,of,O,IN
,government,O,NN
,under,O,IN
,which,O,WDT
,men,O,NNS
,live,O,VBP
,have,O,VBP
,been,O,VBN
,very,O,RB
,few,O,JJ
,;,O,:
,they,O,PRP
,were,O,VBD
,discovered,O,VBN
,early,O,RB
,",",O,","
,classified,O,VBN
,by,O,IN
,the,O,DT
,Greeks,O,NNP
,and,O,CC
,have,O,VBP
,proved,O,VBN
,extraordinarily,O,RB
,long-lived,O,JJ
,.,O,.
,If,O,IN
,we,O,PRP
,apply,O,VBP
,these,O,DT
,findings,O,NNS
,",",O,","
,whose,O,WP$
,fundamental,O,JJ
,idea,O,NN
,",",O,","
,despite,O,IN
,many,O,JJ
,variations,O,NNS
,",",O,","
,did,O,VBD
,not,O,RB
,change,O,VB
,in,O,IN
,the,O,DT
,two,O,CD
,and,O,CC
,a,O,DT
,half,O,JJ
,thousand,O,CD
,years,O,NNS
,that,O,WDT
,separate,O,VBP
,Plato,I-PER,NNP
,from,O,IN
,Kant,I-PER,NNP
,",",O,","
,we,O,PRP
,are,O,VBP
,tempted,O,VBN
,at,O,IN
,once,O,RB
,to,O,TO
,interpret,O,VB
,totalitarianism,O,NN
,as,O,IN
,some,O,DT
,modern,O,JJ
,form,O,NN
,of,O,IN
,tyranny,O,NN
,",",O,","
,that,O,WDT
,is,O,VBZ
,a,O,DT
,lawless,O,JJ
,government,O,NN
,where,O,WRB
,power,O,NN
,is,O,VBZ
,wielded,O,VBN
,by,O,IN
,one,O,CD
,man,O,NN
,.,O,.
,Arbitrary,O,JJ
,power,O,NN
,",",O,","
,unrestricted,O,VBN
,by,O,IN
,law,O,NN
,",",O,","
,yielded,O,VBN
,in,O,IN
,the,O,DT
,interest,O,NN
,of,O,IN
,the,O,DT
,ruler,O,NN
,and,O,CC
,hostile,O,NN
,to,O,TO
,the,O,DT
,interests,O,NNS
,of,O,IN
,the,O,DT
,governed,O,VBN
,",",O,","
,on,O,IN
,one,O,CD
,hand,O,NN
,",",O,","
,fear,O,NN
,as,O,IN
,the,O,DT
,principle,O,NN
,of,O,IN
,action,O,NN
,",",O,","
,namely,O,RB
,fear,O,NN
,of,O,IN
,the,O,DT
,people,O,NNS
,by,O,IN
,the,O,DT
,ruler,O,NN
,and,O,CC
,fear,O,NN
,of,O,IN
,the,O,DT
,ruler,O,NN
,by,O,IN
,the,O,DT
,people,O,NNS
,",",O,","
,on,O,IN
,the,O,DT
,other,O,JJ
,these,O,DT
,have,O,VBP
,been,O,VBN
,the,O,DT
,hallmarks,O,NN
,of,O,IN
,tyranny,O,NN
,throughout,O,IN
,our,O,PRP$
,tradition,O,NN
,.,O,.
,Instead,O,RB
,of,O,IN
,saying,O,VBG
,that,O,IN
,totalitarian,O,JJ
,government,O,NN
,is,O,VBZ
,unprecedented,O,JJ
,",",O,","
,we,O,PRP
,could,O,MD
,also,O,RB
,say,O,VB
,that,O,IN
,it,O,PRP
,has,O,VBZ
,exploded,O,VBN
,the,O,DT
,very,O,RB
,alternative,O,JJ
,on,O,IN
,which,O,WDT
,all,O,DT
,definitions,O,NNS
,of,O,IN
,the,O,DT
,essence,O,NN
,of,O,IN
,governments,O,NNS
,have,O,VBP
,been,O,VBN
,based,O,VBN
,in,O,IN
,political,O,JJ
,philosophy,O,NN
,",",O,","
,that,O,WDT
,is,O,VBZ
,the,O,DT
,alternative,O,NN
,between,O,IN
,lawful,O,JJ
,and,O,CC
,lawless,O,JJ
,government,O,NN
,",",O,","
,between,O,IN
,arbitrary,O,JJ
,and,O,CC
,legitimate,O,JJ
,power,O,NN
,.,O,.
,That,O,DT
,lawful,O,JJ
,government,O,NN
,and,O,CC
,legitimate,O,JJ
,power,O,NN
,",",O,","
,on,O,IN
,one,O,CD
,side,O,NN
,",",O,","
,lawlessness,O,NN
,and,O,CC
,arbitrary,O,JJ
,power,O,NN
,on,O,IN
,the,O,DT
,other,O,JJ
,",",O,","
,belonged,O,VBN
,together,O,RB
,and,O,CC
,were,O,VBD
,inseparable,O,JJ
,has,O,VBZ
,never,O,RB
,been,O,VBN
,questioned,O,VBN
,.,O,.
,Yet,O,CC
,",",O,","
,totalitarian,O,JJ
,rule,O,NN
,confronts,O,NNS
,us,O,PRP
,with,O,IN
,a,O,DT
,totally,O,RB
,different,O,JJ
,kind,O,NN
,of,O,IN
,government,O,NN
,.,O,.
,It,O,PRP
,defies,O,VBZ
,",",O,","
,it,O,PRP
,is,O,VBZ
,true,O,JJ
,",",O,","
,all,O,DT
,positive,O,JJ
,laws,O,NNS
,",",O,","
,even,O,RB
,to,O,TO
,the,O,DT
,extreme,O,NN
,of,O,IN
,defying,O,VBG
,those,O,DT
,which,O,WDT
,it,O,PRP
,has,O,VBZ
,itself,O,PRP
,established,O,VBN
,(,O,(
,as,O,IN
,in,O,IN
,the,O,DT
,case,O,NN
,of,O,IN
,the,O,DT
,Soviet,O,NNP
,Constitution,O,NNP
,of,O,IN
,1936,O,CD
,",",O,","
,to,O,TO
,quote,O,VB
,only,O,RB
,the,O,DT
,most,O,RBS
,outstanding,O,JJ
,example,O,NN
,),O,)
,or,O,CC
,which,O,WDT
,it,O,PRP
,did,O,VBD
,not,O,RB
,care,O,VB
,to,O,TO
,abolish,O,VB
,(,O,(
,as,O,IN
,in,O,IN
,the,O,DT
,case,O,NN
,of,O,IN
,the,O,DT
,Weimar,O,NNP
,Constitution,O,NNP
,which,O,WDT
,the,O,DT
,Nazi,O,JJ
,government,O,NN
,never,O,RB
,revoked,O,VBD
,),O,)
,.,O,.
,But,O,CC
,it,O,PRP
,operates,O,VBZ
,neither,O,CC
,without,O,IN
,guidance,O,NN
,of,O,IN
,law,O,NN
,nor,O,CC
,is,O,VBZ
,it,O,PRP
,arbitrary,O,JJ
,",",O,","
,for,O,IN
,it,O,PRP
,claims,O,VBZ
,to,O,TO
,obey,O,VB
,strictly,O,RB
,and,O,CC
,unequivocally,O,RB
,those,O,DT
,laws,O,NNS
,of,O,IN
,Nature,O,NNP
,or,O,CC
,of,O,IN
,History,O,NNP
,from,O,IN
,which,O,WDT
,all,O,DT
,positive,O,JJ
,laws,O,NNS
,always,O,RB
,have,O,VBP
,been,O,VBN
,supposed,O,VBN
,to,O,TO
,spring,O,NN
,.,O,.
,It,O,PRP
,is,O,VBZ
,the,O,DT
,monstrous,O,JJ
,",",O,","
,yet,O,RB
,seemingly,O,RB
,unanswerable,O,JJ
,claim,O,NN
,of,O,IN
,totalitarian,O,JJ
,rule,O,NN
,that,O,IN
,",",O,","
,far,O,RB
,from,O,IN
,being,O,VBG
,lawless,O,NN
,",",O,","
,it,O,PRP
,goes,O,VBZ
,to,O,TO
,the,O,DT
,sources,O,NNS
,of,O,IN
,authority,O,NN
,from,O,IN
,which,O,WDT
,positive,O,JJ
,laws,O,NNS
,received,O,VBD
,their,O,PRP$
,ultimate,O,JJ
,legitimation,O,NN
,",",O,","
,that,O,WDT
,far,O,RB
,from,O,IN
,being,O,VBG
,arbitrary,O,JJ
,it,O,PRP
,is,O,VBZ
,more,O,RBR
,obedient,O,JJ
,to,O,TO
,these,O,DT
,suprahuman,O,NN
,forces,O,NNS
,than,O,IN
,any,O,DT
,government,O,NN
,ever,O,RB
,was,O,VBD
,before,O,IN
,",",O,","
,and,O,CC
,that,O,IN
,far,O,RB
,from,O,IN
,wielding,O,VBG
,its,O,PRP$
,power,O,NN
,in,O,IN
,the,O,DT
,interest,O,NN
,of,O,IN
,one,O,CD
,man,O,NN
,",",O,","
,it,O,PRP
,is,O,VBZ
,quite,O,RB
,prepared,O,JJ
,to,O,TO
,sacrifice,O,VB
,everybody,O,NN
,s,O,JJ
,vital,O,JJ
,immediate,O,NN
,interests,O,NNS
,to,O,TO
,the,O,DT
,execution,O,NN
,of,O,IN
,what,O,WP
,it,O,PRP
,assumes,O,VBZ
,to,O,TO
,be,O,VB
,the,O,DT
,law,O,NN
,of,O,IN
,History,O,NNP
,or,O,CC
,the,O,DT
,law,O,NN
,of,O,IN
,Nature,O,NNP
,.,O,.
,Its,O,PRP$
,defiance,O,NN
,of,O,IN
,positive,O,JJ
,laws,O,NNS
,claims,O,NNS
,to,O,TO
,be,O,VB
,a,O,DT
,higher,O,JJR
,form,O,NN
,of,O,IN
,legitimacy,O,NN
,which,O,WDT
,",",O,","
,since,O,IN
,it,O,PRP
,is,O,VBZ
,inspired,O,VBN
,by,O,IN
,the,O,DT
,sources,O,NNS
,themselves,O,PRP
,",",O,","
,can,O,MD
,do,O,VB
,away,O,RB
,with,O,IN
,petty,O,JJ
,legality,O,NN
,.,O,.
,Totalitarian,O,JJ
,lawfulness,O,NN
,pretends,O,NNS
,to,O,TO
,have,O,VB
,found,O,VBN
,a,O,DT
,way,O,NN
,to,O,TO
,establish,O,VB
,the,O,DT
,rule,O,NN
,of,O,IN
,justice,O,NN
,on,O,IN
,earth,O,NN
,something,O,NN
,which,O,WDT
,the,O,DT
,legality,O,NN
,of,O,IN
,positive,O,JJ
,law,O,NN
,admittedly,O,RB
,could,O,MD
,never,O,RB
,attain,O,VB
,.,O,.
,The,O,DT
,discrepancy,O,NN
,between,O,IN
,legality,O,NN
,and,O,CC
,justice,O,NN
,could,O,MD
,never,O,RB
,be,O,VB
,bridged,O,VBN
,because,O,IN
,the,O,DT
,standards,O,NNS
,of,O,IN
,right,O,JJ
,and,O,CC
,wrong,O,JJ
,into,O,IN
,which,O,WDT
,positive,O,JJ
,law,O,NN
,translates,O,VBZ
,its,O,PRP$
,own,O,JJ
,source,O,NN
,of,O,IN
,authority,O,NN
,natural,O,JJ
,law,O,NN
,governing,O,VBG
,the,O,DT
,whole,O,JJ
,universe,O,NN
,",",O,","
,or,O,CC
,divine,O,NN
,law,O,NN
,revealed,O,VBD
,in,O,IN
,human,O,JJ
,history,O,NN
,or,O,CC
,customs,O,NNS
,and,O,CC
,traditions,O,NNS
,expressing,O,VBG
,the,O,DT
,law,O,NN
,common,O,JJ
,to,O,TO
,the,O,DT
,sentiments,O,NNS
,of,O,IN
,all,O,DT
,men,O,NNS
,are,O,VBP
,necessarily,O,RB
,general,O,JJ
,and,O,CC
,must,O,MD
,be,O,VB
,valid,O,JJ
,for,O,IN
,a,O,DT
,countless,O,NN
,and,O,CC
,unpredictable,O,JJ
,number,O,NN
,of,O,IN
,cases,O,NNS
,",",O,","
,so,O,IN
,that,O,IN
,each,O,DT
,concrete,O,JJ
,individual,O,JJ
,case,O,NN
,with,O,IN
,its,O,PRP$
,unrepeatable,O,JJ
,set,O,NN
,of,O,IN
,circumstances,O,NNS
,somehow,O,VBP
,escapes,O,VBZ
,it,O,PRP
,.,O,.
,Totalitarian,O,JJ
,lawfulness,O,NN
,",",O,","
,defying,O,VBG
,legality,O,NN
,and,O,CC
,pretending,O,VBG
,to,O,TO
,establish,O,VB
,the,O,DT
,direct,O,JJ
,reign,O,NN
,of,O,IN
,justice,O,NN
,on,O,IN
,earth,O,NN
,",",O,","
,executes,O,VBZ
,the,O,DT
,law,O,NN
,of,O,IN
,History,O,NNP
,or,O,CC
,of,O,IN
,Nature,O,NN
,without,O,IN
,translating,O,VBG
,it,O,PRP
,into,O,IN
,standards,O,NNS
,of,O,IN
,right,O,JJ
,and,O,CC
,wrong,O,JJ
,for,O,IN
,individual,O,JJ
,behavior,O,NN
,.,O,.
,It,O,PRP
,applies,O,VBZ
